Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
395,Julius Randle,PF,28,NYK,75,75,35.9,8.6,18.8,.460,2.9,8.3,.343,5.8,10.4,.552,.536,5.3,7.0,.757,1.9,8.3,10.1,4.2,0.6,0.3,2.8,3.1,25.4,randlju01
396,Austin Reaves,SG,24,LAL,56,14,28.1,3.8,7.4,.512,1.3,3.3,.378,2.5,4.1,.620,.597,3.4,4.0,.861,0.6,2.5,3.0,3.1,0.6,0.3,1.5,1.7,12.3,reaveau01
397,Cam Reddish,SF,23,TOT,38,20,24.9,3.5,7.9,.445,1.2,3.7,.317,2.3,4.1,.561,.520,1.6,1.9,.847,0.5,1.8,2.3,1.5,1.0,0.4,1.2,1.8,9.8,reddica01
397,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,reddica01
397,Cam Reddish,SF,23,POR,18,12,28.2,4.0,9.1,.442,1.6,4.8,.326,2.4,4.3,.571,.528,1.8,2.2,.821,0.6,2.5,3.1,2.1,1.3,0.3,1.7,2.1,11.3,reddica01
398,Davon Reed,SG,27,TOT,40,1,8.4,0.7,2.1,.325,0.4,1.2,.370,0.3,0.9,.270,.428,0.4,0.6,.667,0.3,1.2,1.5,0.5,0.4,0.1,0.5,1.0,2.2,reedda01
398,Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,.313,0.5,1.3,.364,0.3,1.0,.250,.413,0.4,0.6,.750,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3,reedda01
398,Davon Reed,SG,27,LAL,5,0,4.2,0.4,0.6,.667,0.2,0.4,.500,0.2,0.2,1.000,.833,0.2,0.8,.250,0.2,0.4,0.6,0.4,0.2,0.0,0.0,0.6,1.2,reedda01
399,Paul Reed,C,23,PHI,61,0,10.2,1.5,2.7,.577,0.0,0.1,.000,1.5,2.6,.591,.577,0.5,0.6,.718,1.4,2.0,3.4,0.3,0.6,0.7,0.6,1.8,3.5,reedpa01
400,Naz Reid,C,23,MIN,65,11,18.2,4.4,8.2,.538,1.0,3.1,.335,3.4,5.1,.663,.602,1.2,1.8,.686,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.7,11.2,reidna01
401,Jared Rhoden,SG,23,DET,8,0,9.3,0.8,2.1,.353,0.1,1.0,.125,0.6,1.1,.556,.382,0.3,0.3,1.000,1.0,1.0,2.0,0.3,0.3,0.0,0.1,1.1,1.9,rhodeja01
402,Nick Richards,C,25,CHO,60,7,18.5,3.0,4.8,.620,0.0,0.0,,3.0,4.8,.620,.620,2.0,2.7,.748,2.3,4.0,6.3,0.6,0.2,1.1,0.9,2.4,8.0,richani01
403,Josh Richardson,SG,29,TOT,57,10,24.0,3.9,9.1,.432,1.7,4.7,.363,2.2,4.4,.508,.527,1.2,1.4,.852,0.7,2.1,2.7,2.9,1.1,0.3,1.4,1.9,10.8,richajo01
403,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,.436,1.8,4.9,.357,2.5,4.7,.518,.527,1.3,1.4,.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,richajo01
403,Josh Richardson,SG,29,NOP,15,4,24.7,3.1,7.5,.420,1.6,4.2,.381,1.5,3.3,.469,.527,1.1,1.4,.762,0.6,1.9,2.5,2.0,1.7,0.5,1.1,2.4,8.9,richajo01
404,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4.0,.435,0.8,2.4,.350,0.9,1.7,.558,.538,0.6,0.8,.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,riverau01
405,Duncan Robinson,SF,28,MIA,36,0,16.1,2.0,5.6,.365,1.5,4.5,.327,0.6,1.1,.526,.498,0.6,0.7,.920,0.2,1.5,1.7,1.1,0.3,0.0,0.6,1.8,6.2,robindu01
406,Mitchell Robinson,C,24,NYK,53,52,27.3,3.2,4.6,.693,0.0,0.0,,3.2,4.6,.693,.693,1.0,2.0,.490,4.3,4.8,9.1,0.8,0.9,1.7,0.6,2.8,7.3,robinmi01
407,Orlando Robinson,C,22,MIA,29,1,13.7,1.6,3.0,.535,0.0,0.2,.000,1.6,2.8,.568,.535,0.7,1.0,.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9,robinor01
408,Jeremiah Robinson-Earl,PF,22,OKC,38,19,19.2,2.7,5.8,.459,0.9,2.6,.330,1.8,3.2,.566,.534,0.9,1.1,.825,1.8,2.6,4.4,1.0,0.6,0.3,0.5,1.6,7.1,robinje02
409,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,.432,0.4,1.4,.300,1.2,2.3,.516,.490,0.5,1.0,.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1,robyis01
410,David Roddy,PF,21,MEM,61,3,17.2,2.5,5.8,.438,0.9,3.0,.300,1.7,2.9,.580,.514,0.7,1.0,.635,0.7,2.0,2.6,0.7,0.5,0.3,0.8,1.5,6.6,roddyda01
411,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,.350,0.3,0.8,.333,0.3,0.9,.364,.425,0.5,0.5,1.000,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,rolliry01
412,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,.384,0.7,2.3,.302,1.6,3.6,.438,.443,0.4,0.4,.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,rosede01
413,Terrence Ross,SG,31,TOT,55,9,21.6,3.3,7.5,.444,1.6,4.2,.393,1.7,3.3,.508,.554,0.4,0.6,.774,0.3,2.0,2.3,1.4,0.6,0.1,0.7,1.6,8.7,rosste01
413,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,.431,1.5,3.8,.381,1.6,3.3,.489,.533,0.4,0.5,.750,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0,rosste01
413,Terrence Ross,SG,31,PHO,13,0,18.8,4.1,8.5,.477,2.2,5.3,.420,1.8,3.2,.571,.608,0.7,0.8,.818,0.5,2.6,3.1,1.7,0.6,0.0,0.3,2.7,11.1,rosste01
414,Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,.415,2.6,8.0,.327,5.2,10.8,.480,.484,2.8,3.5,.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,roziete01
415,Ricky Rubio,PG,32,CLE,26,0,17.3,2.0,5.3,.367,0.7,2.6,.269,1.3,2.8,.458,.432,0.9,1.2,.774,0.3,2.0,2.2,3.5,0.9,0.2,1.0,1.5,5.5,rubiori01
416,D'Angelo Russell,PG,26,TOT,65,65,32.5,6.3,13.5,.466,2.7,7.0,.391,3.6,6.5,.546,.567,2.7,3.2,.849,0.5,2.6,3.1,6.2,1.0,0.4,2.6,2.0,18.0,russeda01
416,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,.465,2.7,7.0,.391,3.5,6.4,.546,.567,2.6,3.1,.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9,russeda01
416,D'Angelo Russell,PG,26,LAL,11,11,30.5,6.5,13.9,.471,2.7,6.9,.395,3.8,7.0,.545,.569,2.8,3.5,.816,0.5,2.6,3.1,6.4,0.6,0.6,2.2,1.4,18.6,russeda01
417,Matt Ryan,SF,25,TOT,33,0,9.3,1.2,3.2,.374,1.0,2.5,.386,0.2,0.7,.333,.523,0.3,0.4,.833,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,3.7,ryanma01
417,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9,ryanma01
417,Matt Ryan,SF,25,MIN,21,0,8.4,1.2,2.8,.431,0.9,2.3,.396,0.3,0.5,.600,.595,0.3,0.3,.857,0.1,0.5,0.6,0.5,0.1,0.0,0.2,0.6,3.6,ryanma01
418,Domantas Sabonis,C,26,SAC,72,72,34.9,7.3,11.9,.608,0.4,1.1,.354,6.9,10.8,.633,.624,4.2,5.5,.762,3.2,9.3,12.5,7.3,0.8,0.5,2.9,3.6,19.1,sabondo01
419,Dario Šarić,PF,28,TOT,53,12,14.1,2.2,4.9,.458,0.8,2.0,.377,1.5,2.9,.513,.535,1.1,1.3,.838,0.9,2.7,3.6,1.4,0.3,0.1,1.0,1.8,6.3,saricda01
419,Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,.427,0.7,1.9,.391,1.3,2.9,.450,.503,1.0,1.2,.818,1.1,2.8,3.8,1.5,0.4,0.1,1.0,1.9,5.8,saricda01
419,Dario Šarić,PF,28,OKC,16,0,13.3,2.7,5.1,.524,0.8,2.3,.351,1.9,2.8,.667,.604,1.3,1.5,.875,0.6,2.5,3.1,0.9,0.3,0.0,1.1,1.6,7.5,saricda01
420,Olivier Sarr,C,23,OKC,5,0,11.8,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,0.6,0.6,1.000,1.6,1.2,2.8,0.6,0.0,1.0,0.6,2.0,2.8,sarrol01
421,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,schakjo01
422,Admiral Schofield,PF,25,ORL,31,0,11.9,1.5,3.1,.484,0.6,1.8,.351,0.8,1.2,.684,.589,0.5,0.6,.895,0.6,1.1,1.7,0.8,0.2,0.1,0.2,1.7,4.2,schofad01
423,Dennis Schröder,PG,29,LAL,60,48,30.6,4.2,10.1,.420,1.2,3.5,.341,3.0,6.6,.461,.478,3.3,3.8,.871,0.3,2.3,2.5,4.6,0.8,0.1,1.8,2.2,12.9,schrode01
424,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,.400,0.0,0.0,,0.4,1.0,.400,.400,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,seabrde01
425,Alperen Şengün,C,20,HOU,67,64,28.5,5.9,10.5,.555,0.2,0.7,.300,5.6,9.8,.575,.566,2.8,3.8,.723,3.1,5.5,8.7,3.8,0.9,0.9,2.5,3.4,14.7,sengual01
426,Collin Sexton,SG,24,UTA,47,15,24.0,4.9,9.7,.507,1.0,2.5,.410,3.9,7.2,.540,.559,3.4,4.2,.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,sextoco01
427,Landry Shamet,SG,25,PHO,34,7,21.2,3.0,7.9,.386,2.0,5.3,.380,1.0,2.6,.398,.513,1.2,1.4,.894,0.3,1.4,1.6,2.1,0.7,0.1,1.0,1.6,9.3,shamela01
428,Day'Ron Sharpe,C,21,BRK,40,2,11.4,2.0,3.6,.538,0.2,0.3,.545,1.8,3.4,.537,.559,0.7,1.0,.650,2.0,2.1,4.1,0.8,0.3,0.7,1.0,2.0,4.7,sharpda01
429,Shaedon Sharpe,SG,19,POR,72,7,20.8,3.3,6.9,.476,1.1,3.0,.361,2.2,3.9,.566,.555,0.6,0.9,.682,0.8,1.8,2.6,0.8,0.5,0.3,0.8,1.7,8.3,sharpsh01
430,Pascal Siakam,C,28,TOR,64,64,37.5,8.8,18.6,.476,1.4,4.1,.335,7.5,14.5,.516,.513,5.3,6.9,.762,1.8,5.9,7.8,6.0,0.8,0.5,2.5,3.3,24.3,siakapa01
431,Chris Silva,PF,26,DAL,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,silvach01
432,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,.566,0.0,0.0,.000,3.2,5.5,.571,.566,0.6,1.4,.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,simmobe01
433,Marko Simonovic,C,23,CHI,3,0,1.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,simonma01
434,Anfernee Simons,SG,23,POR,62,62,35.0,7.5,16.9,.447,3.4,9.1,.377,4.1,7.8,.528,.548,2.6,2.9,.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,simonan01
435,Jericho Sims,C,24,NYK,49,16,15.8,1.6,2.1,.769,0.0,0.0,.000,1.6,2.1,.777,.769,0.2,0.3,.750,1.9,2.8,4.7,0.5,0.3,0.6,0.5,1.9,3.5,simsje01
436,Marcus Smart,PG,28,BOS,56,56,32.4,4.0,9.7,.414,1.8,5.4,.333,2.2,4.3,.517,.507,1.5,2.0,.757,0.8,2.4,3.2,6.4,1.6,0.4,2.4,2.8,11.3,smartma01
437,Dennis Smith Jr.,PG,25,CHO,53,14,25.7,3.4,8.3,.410,0.4,2.0,.215,3.0,6.3,.473,.437,1.4,1.9,.735,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.2,8.7,smithde03
438,Dru Smith,SG,25,TOT,11,1,11.5,1.6,3.5,.462,0.5,1.6,.278,1.2,1.9,.619,.526,0.1,0.1,1.000,0.2,1.5,1.7,1.4,0.8,0.4,0.2,1.5,3.8,smithdr01
438,Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,.357,0.2,1.2,.167,0.8,1.6,.500,.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2,smithdr01
438,Dru Smith,SG,25,BRK,6,0,10.0,2.2,4.2,.520,0.7,2.0,.333,1.5,2.2,.692,.600,0.2,0.2,1.000,0.2,1.5,1.7,1.7,0.8,0.2,0.2,1.0,5.2,smithdr01
439,Ish Smith,PG,34,DEN,38,0,8.7,1.2,2.7,.431,0.1,0.2,.333,1.1,2.5,.438,.441,0.0,0.1,.500,0.1,1.1,1.2,2.1,0.2,0.2,1.0,0.8,2.4,smithis01
440,Jabari Smith Jr.,PF,19,HOU,71,71,30.7,4.5,11.1,.406,1.6,5.1,.312,2.9,6.0,.487,.478,2.0,2.5,.773,1.5,5.6,7.1,1.2,0.5,0.9,1.4,2.9,12.6,smithja05
441,Jalen Smith,PF,22,IND,63,28,18.3,3.4,7.2,.465,0.8,2.8,.273,2.6,4.4,.586,.518,1.6,2.0,.773,1.8,3.8,5.7,1.0,0.3,0.9,1.1,2.1,9.1,smithja04
442,Jeremy Sochan,PF,19,SAS,56,53,26.0,4.5,9.9,.453,0.6,2.4,.246,3.9,7.5,.519,.483,1.4,2.1,.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,sochaje01
443,Jaden Springer,SG,20,PHI,13,0,3.6,0.7,1.6,.429,0.0,0.2,.000,0.7,1.5,.474,.429,0.2,0.3,.750,0.4,0.4,0.8,0.3,0.5,0.2,0.1,0.7,1.6,sprinja01
444,Lamar Stevens,PF,25,CLE,55,22,17.7,2.1,4.6,.466,0.5,1.5,.325,1.6,3.1,.536,.520,0.7,0.9,.725,0.7,2.4,3.2,0.5,0.4,0.3,0.4,1.2,5.4,stevela01
445,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,.442,1.3,4.1,.327,2.6,4.7,.542,.518,2.2,3.0,.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,stewais01
446,Max Strus,SF,26,MIA,73,28,29.1,4.2,10.2,.409,2.5,7.2,.343,1.7,3.0,.569,.531,1.1,1.2,.885,0.6,2.7,3.3,2.2,0.6,0.2,0.9,2.1,11.9,strusma01
447,Jalen Suggs,PG,21,ORL,45,16,23.7,3.5,8.3,.417,1.2,3.7,.311,2.3,4.6,.502,.487,1.6,2.2,.703,1.1,1.9,3.0,3.2,1.3,0.5,1.8,2.4,9.7,suggsja01
