id,satisfaction
84802,neutral or dissatisfied
92647,neutral or dissatisfied
62310,neutral or dissatisfied
47775,satisfied
117112,neutral or dissatisfied
35417,neutral or dissatisfied
58963,neutral or dissatisfied
73504,satisfied
25422,neutral or dissatisfied
98595,satisfied
108603,neutral or dissatisfied
127018,satisfied
50840,neutral or dissatisfied
41437,satisfied
116965,satisfied
41616,satisfied
101266,neutral or dissatisfied
4456,neutral or dissatisfied
90957,neutral or dissatisfied
4002,satisfied
20406,neutral or dissatisfied
105048,neutral or dissatisfied
57872,satisfied
2502,satisfied
55234,neutral or dissatisfied
58308,satisfied
74436,satisfied
35831,satisfied
38340,neutral or dissatisfied
72927,neutral or dissatisfied
102973,neutral or dissatisfied
84926,neutral or dissatisfied
55444,neutral or dissatisfied
81129,neutral or dissatisfied
114606,satisfied
6914,neutral or dissatisfied
43638,satisfied
82571,satisfied
16208,neutral or dissatisfied
43363,neutral or dissatisfied
30987,neutral or dissatisfied
118177,neutral or dissatisfied
12027,satisfied
118819,satisfied
4945,neutral or dissatisfied
46686,neutral or dissatisfied
63954,neutral or dissatisfied
100667,neutral or dissatisfied
45785,neutral or dissatisfied
117184,neutral or dissatisfied
28089,satisfied
1129,neutral or dissatisfied
20935,neutral or dissatisfied
30951,neutral or dissatisfied
27266,satisfied
91680,satisfied
88167,satisfied
18751,neutral or dissatisfied
79732,satisfied
48699,satisfied
24432,neutral or dissatisfied
125245,neutral or dissatisfied
117297,neutral or dissatisfied
24003,neutral or dissatisfied
119162,satisfied
9401,neutral or dissatisfied
118967,neutral or dissatisfied
55802,satisfied
33688,satisfied
12290,satisfied
129169,neutral or dissatisfied
15909,satisfied
8122,satisfied
18744,neutral or dissatisfied
123840,satisfied
20970,neutral or dissatisfied
60880,satisfied
128906,satisfied
35687,neutral or dissatisfied
68187,neutral or dissatisfied
82533,satisfied
89247,satisfied
123782,neutral or dissatisfied
107208,neutral or dissatisfied
12166,neutral or dissatisfied
115010,satisfied
59232,neutral or dissatisfied
44452,neutral or dissatisfied
27702,neutral or dissatisfied
74419,neutral or dissatisfied
124122,satisfied
121724,neutral or dissatisfied
18459,satisfied
23192,satisfied
52673,neutral or dissatisfied
74814,neutral or dissatisfied
60964,neutral or dissatisfied
111807,neutral or dissatisfied
34707,satisfied
98575,neutral or dissatisfied
75624,satisfied
96420,neutral or dissatisfied
17873,neutral or dissatisfied
114893,satisfied
77031,neutral or dissatisfied
46369,satisfied
118553,neutral or dissatisfied
122905,neutral or dissatisfied
12377,neutral or dissatisfied
114874,satisfied
25547,satisfied
74893,satisfied
95012,satisfied
34412,neutral or dissatisfied
26891,neutral or dissatisfied
112711,neutral or dissatisfied
2207,satisfied
60357,neutral or dissatisfied
7824,satisfied
22811,satisfied
106254,neutral or dissatisfied
99410,neutral or dissatisfied
63744,neutral or dissatisfied
31058,satisfied
36827,satisfied
102178,satisfied
79192,satisfied
26275,neutral or dissatisfied
4966,neutral or dissatisfied
103617,satisfied
82044,neutral or dissatisfied
68139,neutral or dissatisfied
81877,satisfied
33131,neutral or dissatisfied
26718,neutral or dissatisfied
98527,neutral or dissatisfied
89529,satisfied
99124,neutral or dissatisfied
41630,neutral or dissatisfied
45903,neutral or dissatisfied
72592,satisfied
116769,neutral or dissatisfied
63669,neutral or dissatisfied
88982,neutral or dissatisfied
77090,satisfied
2735,satisfied
5807,neutral or dissatisfied
101323,neutral or dissatisfied
95294,neutral or dissatisfied
72438,satisfied
74833,satisfied
62590,satisfied
53825,satisfied
111079,neutral or dissatisfied
43175,neutral or dissatisfied
112374,satisfied
22660,satisfied
111846,satisfied
75630,neutral or dissatisfied
53240,neutral or dissatisfied
25875,satisfied
26914,neutral or dissatisfied
69716,satisfied
117137,neutral or dissatisfied
51168,neutral or dissatisfied
76275,neutral or dissatisfied
97754,neutral or dissatisfied
58411,neutral or dissatisfied
125088,satisfied
30330,satisfied
100399,neutral or dissatisfied
12205,neutral or dissatisfied
75925,neutral or dissatisfied
67738,neutral or dissatisfied
126698,neutral or dissatisfied
60970,neutral or dissatisfied
15569,neutral or dissatisfied
34628,neutral or dissatisfied
100062,neutral or dissatisfied
18169,neutral or dissatisfied
13454,neutral or dissatisfied
103769,satisfied
34278,neutral or dissatisfied
4424,satisfied
29953,neutral or dissatisfied
33977,satisfied
113868,neutral or dissatisfied
124822,neutral or dissatisfied
68749,satisfied
35527,neutral or dissatisfied
51274,satisfied
84465,satisfied
29051,neutral or dissatisfied
10257,neutral or dissatisfied
16189,satisfied
60422,satisfied
56464,satisfied
37994,satisfied
107416,neutral or dissatisfied
120518,neutral or dissatisfied
100292,neutral or dissatisfied
49948,satisfied
36910,satisfied
126984,satisfied
64333,neutral or dissatisfied
96163,satisfied
34604,neutral or dissatisfied
115086,satisfied
35755,neutral or dissatisfied
66827,satisfied
54259,neutral or dissatisfied
77195,neutral or dissatisfied
6743,neutral or dissatisfied
94854,neutral or dissatisfied
99151,neutral or dissatisfied
71124,satisfied
9084,neutral or dissatisfied
4788,neutral or dissatisfied
106078,satisfied
128103,satisfied
16385,satisfied
77863,neutral or dissatisfied
49329,satisfied
7648,satisfied
43240,satisfied
117342,neutral or dissatisfied
51091,neutral or dissatisfied
16802,satisfied
101007,satisfied
74180,neutral or dissatisfied
16621,neutral or dissatisfied
123877,neutral or dissatisfied
106913,satisfied
14727,neutral or dissatisfied
122334,neutral or dissatisfied
9132,satisfied
14015,satisfied
103851,neutral or dissatisfied
53817,satisfied
109636,satisfied
11258,neutral or dissatisfied
64216,neutral or dissatisfied
77319,satisfied
2228,satisfied
33887,satisfied
81013,satisfied
96003,satisfied
87833,neutral or dissatisfied
28352,neutral or dissatisfied
76458,satisfied
89614,satisfied
112214,satisfied
3520,satisfied
39862,neutral or dissatisfied
113771,neutral or dissatisfied
50251,neutral or dissatisfied
62049,satisfied
34215,neutral or dissatisfied
29539,satisfied
59011,neutral or dissatisfied
85277,neutral or dissatisfied
1470,neutral or dissatisfied
91538,satisfied
128609,neutral or dissatisfied
111976,neutral or dissatisfied
45284,neutral or dissatisfied
29022,neutral or dissatisfied
111332,neutral or dissatisfied
54315,neutral or dissatisfied
20550,neutral or dissatisfied
80101,satisfied
40195,neutral or dissatisfied
32734,neutral or dissatisfied
32431,neutral or dissatisfied
79208,neutral or dissatisfied
50252,neutral or dissatisfied
35397,satisfied
86196,satisfied
91658,neutral or dissatisfied
57249,satisfied
21822,neutral or dissatisfied
106154,neutral or dissatisfied
94666,satisfied
1765,satisfied
16211,neutral or dissatisfied
79210,neutral or dissatisfied
124128,satisfied
129616,neutral or dissatisfied
29841,satisfied
28634,neutral or dissatisfied
37336,satisfied
118311,neutral or dissatisfied
67229,neutral or dissatisfied
92244,neutral or dissatisfied
63226,satisfied
97191,neutral or dissatisfied
71384,neutral or dissatisfied
101391,satisfied
81057,neutral or dissatisfied
119581,satisfied
44986,satisfied
98759,neutral or dissatisfied
109118,neutral or dissatisfied
49307,satisfied
126867,neutral or dissatisfied
75839,satisfied
25141,neutral or dissatisfied
125578,satisfied
9212,satisfied
106592,neutral or dissatisfied
56937,neutral or dissatisfied
80710,neutral or dissatisfied
122781,satisfied
88050,satisfied
126491,neutral or dissatisfied
97179,neutral or dissatisfied
9580,neutral or dissatisfied
55032,satisfied
18801,satisfied
73534,satisfied
104545,neutral or dissatisfied
75128,neutral or dissatisfied
70427,satisfied
102036,satisfied
114186,satisfied
95424,satisfied
69049,satisfied
63635,satisfied
32290,satisfied
86237,neutral or dissatisfied
75823,neutral or dissatisfied
73545,neutral or dissatisfied
46700,neutral or dissatisfied
73731,neutral or dissatisfied
70653,neutral or dissatisfied
27473,neutral or dissatisfied
93893,neutral or dissatisfied
118791,neutral or dissatisfied
56410,satisfied
92635,satisfied
10764,neutral or dissatisfied
41856,satisfied
69891,satisfied
108615,neutral or dissatisfied
3582,neutral or dissatisfied
5516,neutral or dissatisfied
19179,satisfied
69138,satisfied
36943,neutral or dissatisfied
117132,neutral or dissatisfied
24154,neutral or dissatisfied
62911,neutral or dissatisfied
77437,neutral or dissatisfied
36433,neutral or dissatisfied
68063,satisfied
108775,satisfied
125334,neutral or dissatisfied
110834,neutral or dissatisfied
63306,neutral or dissatisfied
67155,neutral or dissatisfied
15750,neutral or dissatisfied
125296,neutral or dissatisfied
51363,satisfied
88589,neutral or dissatisfied
40165,satisfied
12664,satisfied
109897,neutral or dissatisfied
54958,satisfied
69738,satisfied
119755,neutral or dissatisfied
93896,neutral or dissatisfied
95567,neutral or dissatisfied
113102,neutral or dissatisfied
87966,satisfied
48949,satisfied
67872,neutral or dissatisfied
7878,neutral or dissatisfied
95882,neutral or dissatisfied
88600,neutral or dissatisfied
12147,satisfied
82426,satisfied
11417,satisfied
9418,neutral or dissatisfied
52024,satisfied
97984,neutral or dissatisfied
55782,satisfied
38107,neutral or dissatisfied
99594,neutral or dissatisfied
126257,satisfied
27923,neutral or dissatisfied
121607,neutral or dissatisfied
125152,satisfied
32674,neutral or dissatisfied
116310,neutral or dissatisfied
98310,neutral or dissatisfied
15428,neutral or dissatisfied
7218,satisfied
55375,satisfied
34790,neutral or dissatisfied
49470,satisfied
110899,neutral or dissatisfied
8398,neutral or dissatisfied
18888,neutral or dissatisfied
48929,satisfied
40736,satisfied
93975,satisfied
9712,neutral or dissatisfied
75492,neutral or dissatisfied
28992,neutral or dissatisfied
35183,neutral or dissatisfied
67717,satisfied
84615,satisfied
28623,satisfied
32822,satisfied
33163,neutral or dissatisfied
83190,satisfied
78032,neutral or dissatisfied
100105,satisfied
95883,neutral or dissatisfied
76101,neutral or dissatisfied
79972,neutral or dissatisfied
60962,neutral or dissatisfied
28794,neutral or dissatisfied
67895,neutral or dissatisfied
3691,satisfied
58850,satisfied
62566,neutral or dissatisfied
41780,neutral or dissatisfied
3134,satisfied
44020,neutral or dissatisfied
123824,neutral or dissatisfied
70155,neutral or dissatisfied
88721,neutral or dissatisfied
22305,satisfied
28019,satisfied
59889,neutral or dissatisfied
14023,satisfied
7721,satisfied
45688,neutral or dissatisfied
82494,neutral or dissatisfied
34310,neutral or dissatisfied
74326,neutral or dissatisfied
83971,neutral or dissatisfied
80013,neutral or dissatisfied
66885,satisfied
19752,satisfied
116878,satisfied
22740,neutral or dissatisfied
23157,neutral or dissatisfied
41798,satisfied
58925,neutral or dissatisfied
73114,neutral or dissatisfied
12078,satisfied
36462,neutral or dissatisfied
118952,satisfied
100262,satisfied
103610,neutral or dissatisfied
40701,neutral or dissatisfied
40927,satisfied
54676,neutral or dissatisfied
31482,neutral or dissatisfied
108228,satisfied
96278,neutral or dissatisfied
16923,satisfied
63920,neutral or dissatisfied
92818,neutral or dissatisfied
38038,satisfied
95598,neutral or dissatisfied
104441,neutral or dissatisfied
4668,neutral or dissatisfied
16703,satisfied
68628,neutral or dissatisfied
82929,neutral or dissatisfied
61870,satisfied
80767,neutral or dissatisfied
32052,satisfied
93453,neutral or dissatisfied
46026,satisfied
53744,neutral or dissatisfied
93285,neutral or dissatisfied
252,neutral or dissatisfied
82697,satisfied
44323,satisfied
80523,neutral or dissatisfied
100669,satisfied
69753,neutral or dissatisfied
28184,neutral or dissatisfied
44734,satisfied
23258,satisfied
124872,satisfied
61109,neutral or dissatisfied
1724,satisfied
92315,satisfied
114636,satisfied
50214,satisfied
7045,neutral or dissatisfied
95436,satisfied
13239,neutral or dissatisfied
91461,satisfied
44773,neutral or dissatisfied
43475,neutral or dissatisfied
45708,satisfied
46861,satisfied
76132,satisfied
48303,neutral or dissatisfied
9624,neutral or dissatisfied
99901,neutral or dissatisfied
40411,neutral or dissatisfied
50363,satisfied
2663,satisfied
81970,satisfied
46181,neutral or dissatisfied
124692,neutral or dissatisfied
86623,neutral or dissatisfied
102546,neutral or dissatisfied
49532,satisfied
101865,neutral or dissatisfied
105517,satisfied
81308,neutral or dissatisfied
123928,neutral or dissatisfied
21314,neutral or dissatisfied
22624,neutral or dissatisfied
39844,neutral or dissatisfied
94920,satisfied
22157,satisfied
125882,neutral or dissatisfied
92624,satisfied
37243,neutral or dissatisfied
57388,neutral or dissatisfied
92889,neutral or dissatisfied
39032,neutral or dissatisfied
118815,neutral or dissatisfied
117435,satisfied
20174,neutral or dissatisfied
3632,satisfied
29042,neutral or dissatisfied
119417,satisfied
102980,satisfied
40652,neutral or dissatisfied
112033,neutral or dissatisfied
31925,satisfied
15186,satisfied
12281,satisfied
100497,neutral or dissatisfied
40623,neutral or dissatisfied
17647,neutral or dissatisfied
80325,neutral or dissatisfied
93338,satisfied
94567,satisfied
45964,satisfied
94598,satisfied
77519,neutral or dissatisfied
17111,neutral or dissatisfied
42181,satisfied
94102,neutral or dissatisfied
101290,satisfied
47342,satisfied
59387,neutral or dissatisfied
10382,satisfied
110225,satisfied
91405,neutral or dissatisfied
37667,neutral or dissatisfied
92234,neutral or dissatisfied
71618,neutral or dissatisfied
50691,neutral or dissatisfied
6927,satisfied
104265,neutral or dissatisfied
76026,satisfied
110432,neutral or dissatisfied
101220,neutral or dissatisfied
62640,neutral or dissatisfied
117409,satisfied
22670,satisfied
3502,neutral or dissatisfied
111243,satisfied
25261,satisfied
37716,neutral or dissatisfied
116976,neutral or dissatisfied
122890,neutral or dissatisfied
15461,satisfied
97542,neutral or dissatisfied
53239,neutral or dissatisfied
4259,neutral or dissatisfied
113839,neutral or dissatisfied
33612,neutral or dissatisfied
124404,neutral or dissatisfied
77679,satisfied
93154,neutral or dissatisfied
48159,neutral or dissatisfied
95208,neutral or dissatisfied
11256,neutral or dissatisfied
81743,satisfied
60866,neutral or dissatisfied
17948,satisfied
77997,satisfied
68804,neutral or dissatisfied
18861,neutral or dissatisfied
22671,neutral or dissatisfied
48662,satisfied
94827,neutral or dissatisfied
58462,satisfied
48621,neutral or dissatisfied
77389,satisfied
100144,satisfied
86383,neutral or dissatisfied
24848,neutral or dissatisfied
105310,satisfied
17359,neutral or dissatisfied
92415,neutral or dissatisfied
7700,neutral or dissatisfied
62686,satisfied
67785,satisfied
17415,satisfied
125232,satisfied
17190,neutral or dissatisfied
125496,satisfied
8104,satisfied
65413,neutral or dissatisfied
96752,satisfied
16131,neutral or dissatisfied
13664,satisfied
97564,satisfied
109653,neutral or dissatisfied
32356,neutral or dissatisfied
86054,neutral or dissatisfied
124824,neutral or dissatisfied
18639,neutral or dissatisfied
17403,neutral or dissatisfied
97888,satisfied
125462,neutral or dissatisfied
20599,neutral or dissatisfied
113295,satisfied
53666,satisfied
109613,satisfied
70796,neutral or dissatisfied
119299,satisfied
49275,neutral or dissatisfied
78868,satisfied
105443,satisfied
77750,neutral or dissatisfied
67339,neutral or dissatisfied
20047,neutral or dissatisfied
37576,satisfied
74639,neutral or dissatisfied
17689,satisfied
83275,neutral or dissatisfied
49906,satisfied
19014,neutral or dissatisfied
61375,satisfied
111357,satisfied
80757,neutral or dissatisfied
82225,neutral or dissatisfied
19347,neutral or dissatisfied
71256,neutral or dissatisfied
81988,neutral or dissatisfied
27784,neutral or dissatisfied
19456,neutral or dissatisfied
124806,satisfied
69408,neutral or dissatisfied
29741,satisfied
92339,satisfied
17998,neutral or dissatisfied
66941,neutral or dissatisfied
61937,neutral or dissatisfied
129408,satisfied
20641,neutral or dissatisfied
88125,satisfied
75880,neutral or dissatisfied
39787,neutral or dissatisfied
60209,satisfied
74290,satisfied
54903,neutral or dissatisfied
7602,neutral or dissatisfied
84761,satisfied
127155,neutral or dissatisfied
55224,satisfied
118421,satisfied
90809,neutral or dissatisfied
108334,neutral or dissatisfied
63711,neutral or dissatisfied
95691,neutral or dissatisfied
115738,neutral or dissatisfied
17130,satisfied
63724,neutral or dissatisfied
36325,neutral or dissatisfied
115084,neutral or dissatisfied
46285,neutral or dissatisfied
74424,satisfied
77408,neutral or dissatisfied
124967,neutral or dissatisfied
120725,neutral or dissatisfied
65077,neutral or dissatisfied
82761,neutral or dissatisfied
70435,satisfied
43735,neutral or dissatisfied
31095,satisfied
11216,neutral or dissatisfied
107318,satisfied
3187,neutral or dissatisfied
98443,neutral or dissatisfied
24293,neutral or dissatisfied
81244,neutral or dissatisfied
123575,neutral or dissatisfied
31690,satisfied
54111,neutral or dissatisfied
89672,satisfied
37921,neutral or dissatisfied
106260,satisfied
43146,neutral or dissatisfied
21512,neutral or dissatisfied
75751,neutral or dissatisfied
122700,neutral or dissatisfied
69432,neutral or dissatisfied
31797,neutral or dissatisfied
6823,neutral or dissatisfied
91073,neutral or dissatisfied
115399,neutral or dissatisfied
63704,satisfied
120413,neutral or dissatisfied
108500,neutral or dissatisfied
121845,satisfied
65985,satisfied
24885,satisfied
95548,neutral or dissatisfied
485,satisfied
106351,satisfied
39445,satisfied
34279,neutral or dissatisfied
101214,neutral or dissatisfied
7854,satisfied
121816,neutral or dissatisfied
117864,neutral or dissatisfied
110611,neutral or dissatisfied
9995,neutral or dissatisfied
48882,satisfied
72518,neutral or dissatisfied
51939,satisfied
125288,neutral or dissatisfied
86679,satisfied
55286,neutral or dissatisfied
38365,neutral or dissatisfied
82376,neutral or dissatisfied
96914,neutral or dissatisfied
53626,neutral or dissatisfied
66164,satisfied
116730,neutral or dissatisfied
45102,satisfied
1821,neutral or dissatisfied
83788,satisfied
123369,satisfied
48043,neutral or dissatisfied
81266,neutral or dissatisfied
71477,neutral or dissatisfied
115437,satisfied
49322,satisfied
30708,neutral or dissatisfied
42768,neutral or dissatisfied
93629,neutral or dissatisfied
6611,satisfied
19842,neutral or dissatisfied
15081,satisfied
36585,neutral or dissatisfied
121352,neutral or dissatisfied
96446,satisfied
114363,satisfied
52267,neutral or dissatisfied
79783,neutral or dissatisfied
87988,satisfied
95034,neutral or dissatisfied
74756,neutral or dissatisfied
698,neutral or dissatisfied
94892,satisfied
40779,neutral or dissatisfied
2565,neutral or dissatisfied
6831,neutral or dissatisfied
25564,neutral or dissatisfied
60323,satisfied
57412,neutral or dissatisfied
76102,neutral or dissatisfied
7407,satisfied
29118,neutral or dissatisfied
21027,satisfied
119693,satisfied
11595,neutral or dissatisfied
88120,satisfied
12533,satisfied
23119,satisfied
46248,neutral or dissatisfied
35043,satisfied
128377,neutral or dissatisfied
93891,neutral or dissatisfied
35720,neutral or dissatisfied
82660,neutral or dissatisfied
105052,neutral or dissatisfied
79136,satisfied
44071,satisfied
72944,satisfied
98778,satisfied
77170,neutral or dissatisfied
10823,neutral or dissatisfied
121644,neutral or dissatisfied
56345,neutral or dissatisfied
72839,neutral or dissatisfied
127712,neutral or dissatisfied
65631,neutral or dissatisfied
94070,neutral or dissatisfied
128184,neutral or dissatisfied
84026,satisfied
67420,satisfied
70695,neutral or dissatisfied
92678,satisfied
118415,satisfied
110884,neutral or dissatisfied
79936,satisfied
18460,satisfied
54771,satisfied
110802,neutral or dissatisfied
103899,satisfied
32333,neutral or dissatisfied
98712,satisfied
110016,neutral or dissatisfied
91474,neutral or dissatisfied
85131,satisfied
37444,neutral or dissatisfied
15214,satisfied
45321,neutral or dissatisfied
67068,neutral or dissatisfied
86766,neutral or dissatisfied
69533,satisfied
81127,neutral or dissatisfied
12050,neutral or dissatisfied
50501,satisfied
126794,satisfied
108693,neutral or dissatisfied
69940,neutral or dissatisfied
6119,satisfied
124941,neutral or dissatisfied
2615,neutral or dissatisfied
6116,neutral or dissatisfied
69228,neutral or dissatisfied
59800,satisfied
122049,neutral or dissatisfied
33117,satisfied
121322,neutral or dissatisfied
23400,neutral or dissatisfied
49186,satisfied
44534,neutral or dissatisfied
80537,satisfied
1546,neutral or dissatisfied
30182,neutral or dissatisfied
19913,neutral or dissatisfied
21636,neutral or dissatisfied
17330,neutral or dissatisfied
65706,satisfied
116298,neutral or dissatisfied
83194,satisfied
116567,satisfied
103555,neutral or dissatisfied
41427,neutral or dissatisfied
59533,satisfied
88133,satisfied
71807,neutral or dissatisfied
83633,neutral or dissatisfied
121393,neutral or dissatisfied
29092,neutral or dissatisfied
88604,neutral or dissatisfied
5020,satisfied
87849,neutral or dissatisfied
34311,neutral or dissatisfied
13842,neutral or dissatisfied
1844,neutral or dissatisfied
29785,satisfied
39598,neutral or dissatisfied
104999,neutral or dissatisfied
68510,satisfied
75500,neutral or dissatisfied
32959,neutral or dissatisfied
128686,neutral or dissatisfied
57204,satisfied
93443,neutral or dissatisfied
86585,neutral or dissatisfied
124345,neutral or dissatisfied
39220,neutral or dissatisfied
21211,satisfied
51308,neutral or dissatisfied
20243,satisfied
30640,neutral or dissatisfied
59176,neutral or dissatisfied
17457,neutral or dissatisfied
81445,neutral or dissatisfied
120055,satisfied
35680,satisfied
107239,neutral or dissatisfied
103597,neutral or dissatisfied
14967,satisfied
86465,satisfied
66271,neutral or dissatisfied
118888,neutral or dissatisfied
7300,satisfied
106153,neutral or dissatisfied
103668,satisfied
29820,satisfied
53691,satisfied
20515,satisfied
55036,neutral or dissatisfied
7434,neutral or dissatisfied
76315,neutral or dissatisfied
17275,neutral or dissatisfied
36543,satisfied
101913,neutral or dissatisfied
22450,neutral or dissatisfied
129606,satisfied
68541,neutral or dissatisfied
95100,neutral or dissatisfied
69952,satisfied
51587,neutral or dissatisfied
99694,neutral or dissatisfied
116505,neutral or dissatisfied
17428,neutral or dissatisfied
84840,neutral or dissatisfied
102600,neutral or dissatisfied
56903,satisfied
91015,neutral or dissatisfied
86197,neutral or dissatisfied
25390,neutral or dissatisfied
76427,neutral or dissatisfied
109581,satisfied
9261,satisfied
81235,neutral or dissatisfied
42984,neutral or dissatisfied
9038,satisfied
61067,satisfied
37757,satisfied
127868,satisfied
64220,satisfied
103457,neutral or dissatisfied
25048,neutral or dissatisfied
27830,neutral or dissatisfied
62755,satisfied
101924,neutral or dissatisfied
64967,satisfied
42177,neutral or dissatisfied
91095,neutral or dissatisfied
103550,neutral or dissatisfied
14532,satisfied
112243,satisfied
81257,satisfied
25588,neutral or dissatisfied
86374,satisfied
53394,satisfied
29291,neutral or dissatisfied
48425,satisfied
92105,neutral or dissatisfied
117973,neutral or dissatisfied
54223,neutral or dissatisfied
50172,neutral or dissatisfied
70844,neutral or dissatisfied
118112,neutral or dissatisfied
14275,satisfied
21235,neutral or dissatisfied
122085,neutral or dissatisfied
56262,neutral or dissatisfied
105430,neutral or dissatisfied
67819,satisfied
28210,neutral or dissatisfied
1184,satisfied
72870,neutral or dissatisfied
10618,satisfied
93320,satisfied
93823,neutral or dissatisfied
51436,neutral or dissatisfied
123292,neutral or dissatisfied
33672,neutral or dissatisfied
40596,satisfied
62721,neutral or dissatisfied
70993,satisfied
91243,neutral or dissatisfied
113520,satisfied
13072,neutral or dissatisfied
71986,neutral or dissatisfied
94497,neutral or dissatisfied
90601,satisfied
52212,satisfied
5791,satisfied
20231,neutral or dissatisfied
49863,neutral or dissatisfied
73702,satisfied
40243,satisfied
96704,neutral or dissatisfied
117374,neutral or dissatisfied
5075,neutral or dissatisfied
102902,neutral or dissatisfied
31375,neutral or dissatisfied
105211,satisfied
122235,satisfied
100147,neutral or dissatisfied
38930,neutral or dissatisfied
87374,satisfied
14418,satisfied
77123,neutral or dissatisfied
101360,satisfied
36844,neutral or dissatisfied
75169,neutral or dissatisfied
47228,satisfied
29512,satisfied
127143,neutral or dissatisfied
19538,satisfied
13125,neutral or dissatisfied
31406,neutral or dissatisfied
84233,neutral or dissatisfied
103142,neutral or dissatisfied
4491,neutral or dissatisfied
125709,neutral or dissatisfied
69396,neutral or dissatisfied
102322,satisfied
80799,satisfied
67147,neutral or dissatisfied
118654,neutral or dissatisfied
129078,satisfied
95413,neutral or dissatisfied
1585,neutral or dissatisfied
49824,satisfied
107164,satisfied
23315,satisfied
43744,neutral or dissatisfied
52748,neutral or dissatisfied
57427,satisfied
85702,neutral or dissatisfied
26128,satisfied
96878,neutral or dissatisfied
122259,neutral or dissatisfied
80632,satisfied
106661,neutral or dissatisfied
124603,neutral or dissatisfied
95874,satisfied
96006,satisfied
16220,neutral or dissatisfied
90975,neutral or dissatisfied
34463,neutral or dissatisfied
126020,satisfied
32560,neutral or dissatisfied
37256,neutral or dissatisfied
80168,neutral or dissatisfied
15840,satisfied
28695,neutral or dissatisfied
19773,neutral or dissatisfied
12470,neutral or dissatisfied
86,neutral or dissatisfied
77411,neutral or dissatisfied
15417,neutral or dissatisfied
23705,neutral or dissatisfied
14598,neutral or dissatisfied
22128,neutral or dissatisfied
89448,neutral or dissatisfied
34106,satisfied
94482,satisfied
64664,satisfied
10126,satisfied
119140,neutral or dissatisfied
90751,neutral or dissatisfied
78909,satisfied
33603,neutral or dissatisfied
70758,satisfied
76615,satisfied
34079,satisfied
78901,neutral or dissatisfied
72197,neutral or dissatisfied
106626,satisfied
64186,neutral or dissatisfied
23081,satisfied
71221,satisfied
124201,satisfied
94057,neutral or dissatisfied
76198,neutral or dissatisfied
95762,neutral or dissatisfied
21202,satisfied
106677,satisfied
110372,satisfied
55719,neutral or dissatisfied
59547,satisfied
69314,neutral or dissatisfied
12616,satisfied
53451,neutral or dissatisfied
10152,neutral or dissatisfied
46261,neutral or dissatisfied
64598,satisfied
56122,satisfied
101259,neutral or dissatisfied
83966,satisfied
76989,neutral or dissatisfied
115486,neutral or dissatisfied
90145,satisfied
109179,neutral or dissatisfied
118372,satisfied
84083,neutral or dissatisfied
29509,neutral or dissatisfied
89357,neutral or dissatisfied
4399,neutral or dissatisfied
88899,neutral or dissatisfied
34647,satisfied
44391,neutral or dissatisfied
39488,neutral or dissatisfied
113321,satisfied
61370,satisfied
75865,neutral or dissatisfied
17423,satisfied
38090,neutral or dissatisfied
89958,neutral or dissatisfied
48853,neutral or dissatisfied
20488,neutral or dissatisfied
11208,neutral or dissatisfied
109427,neutral or dissatisfied
26385,neutral or dissatisfied
73832,satisfied
109441,satisfied
24188,neutral or dissatisfied
88851,neutral or dissatisfied
58848,neutral or dissatisfied
90590,satisfied
121550,satisfied
44785,satisfied
52869,satisfied
19203,neutral or dissatisfied
78809,neutral or dissatisfied
123879,satisfied
105393,satisfied
62262,neutral or dissatisfied
4057,neutral or dissatisfied
86334,neutral or dissatisfied
34886,satisfied
55241,neutral or dissatisfied
112053,neutral or dissatisfied
123086,neutral or dissatisfied
13650,satisfied
44586,neutral or dissatisfied
32792,neutral or dissatisfied
31638,satisfied
79076,neutral or dissatisfied
86646,satisfied
69618,neutral or dissatisfied
88808,neutral or dissatisfied
109046,neutral or dissatisfied
34811,neutral or dissatisfied
64977,neutral or dissatisfied
49826,neutral or dissatisfied
12815,neutral or dissatisfied
47207,neutral or dissatisfied
78835,neutral or dissatisfied
24312,neutral or dissatisfied
118564,satisfied
48254,neutral or dissatisfied
88771,satisfied
25883,neutral or dissatisfied
14129,neutral or dissatisfied
118174,neutral or dissatisfied
112279,neutral or dissatisfied
92650,neutral or dissatisfied
42088,satisfied
125851,satisfied
104737,satisfied
120639,satisfied
56688,neutral or dissatisfied
102735,neutral or dissatisfied
32747,satisfied
95849,satisfied
86582,neutral or dissatisfied
102437,neutral or dissatisfied
37596,satisfied
105194,satisfied
919,neutral or dissatisfied
4950,satisfied
92246,satisfied
69214,satisfied
114712,neutral or dissatisfied
114050,neutral or dissatisfied
22127,neutral or dissatisfied
91090,neutral or dissatisfied
64621,satisfied
87887,satisfied
20814,neutral or dissatisfied
106820,satisfied
7501,satisfied
48126,neutral or dissatisfied
65129,neutral or dissatisfied
55490,neutral or dissatisfied
18421,neutral or dissatisfied
101139,satisfied
13871,neutral or dissatisfied
118137,neutral or dissatisfied
102852,neutral or dissatisfied
37512,neutral or dissatisfied
122856,neutral or dissatisfied
61367,satisfied
75277,neutral or dissatisfied
99607,satisfied
115245,neutral or dissatisfied
89353,satisfied
107310,neutral or dissatisfied
102638,neutral or dissatisfied
64164,neutral or dissatisfied
10704,satisfied
47794,satisfied
119452,neutral or dissatisfied
48905,satisfied
19681,satisfied
26680,neutral or dissatisfied
